"account_id","account_name","avg_wau_last_12_weeks","customer_since_date","health_summary_flag","opportunity_id","pred_point","projects_created_last_12_weeks","renewal_week","stage_name","total_active_arr","weeks_as_customer","weeks_to_renewal","weeks_with_preds_last_12_weeks"
"0012A00002IJtTZQA1","Sundt Construction","1.833","2018-09-24","Not Flagged this week","0060Z00000ogGrjQAE","2019-01-14","60","2019-09-23","8-Closed Lost","","16","36","9"
"0012A00002BvtDMQAZ","MISUMI GROUP INC.","6.083","2018-04-06","Green","0062A00000rVHTcQAO","2018-08-06","140","2019-04-15","7-Closed Won","","18","36","10"
"0012A000027rqmeQAA","VIDEO RESEARCH LTD.","1.666","2017-07-20","None","0062A00000ovzMBQAY","2017-11-06","71","2018-07-16","7-Closed Won","","16","36","8"
"0012A00002Aej1KQAR","Atlas General Insurance Services","1.250","2017-09-18","Not Flagged this week","0062A00000ovtQNQAY","2018-01-08","24","2018-09-17","7-Closed Won","","16","36","4"
"0010Z00001wENOGQA4","JAPAN BUSINESS PRESS CO.,LTD.","1.416","2018-10-01","Green","0060Z00000ojglhQAA","2019-01-21","68","2019-09-30","7-Closed Won","","16","36","9"
"001F000001Ot42VIAR","New York Life Insurance Company","0.250","2018-04-19","Not Flagged this week","0060Z00000lfAdeQAE","2018-08-06","4","2019-04-15","8-Closed Lost","","16","36","1"
"0012A00002BPi5nQAD","Eagle’s View Partners, Ltd.","1.000","2017-06-15","None","0062A00000ovzmYQAQ","2017-10-02","142","2018-06-11","7-Closed Won","","16","36","12"
"0012A00002JLF3kQAH","Ferrier Hodgson","0.333","2018-04-30","Not Flagged this week","0060Z00000lfAgLQAU","2018-08-20","10","2019-04-29","8-Closed Lost","","16","36","0"
"0012A00002GQupRQAT","DAIFUKU CO., LTD.","2.250","2018-03-09","Green","0060Z00000qKkeiQAC","2018-06-25","186","2019-03-04","7-Closed Won","","16","36","5"
"0012A0000207oQzQAI","Cerebro","1.250","2017-01-31","None","0062A00000nS7IGQA0","2017-05-22","15","2018-01-29","7-Closed Won","","16","36","3"
"0012A000026bAGRQA2","Harmoney Limited","4.583","2017-03-01","None","0062A00000nVEGOQA4","2017-06-19","209","2018-02-26","7-Closed Won","","16","36","12"
"001F000001VlLNYIA3","LogMeIn, Inc.","0.750","2015-12-22","None","0062A00000nRzv2QAC","2017-04-10","11","2017-12-18","7-Closed Won","","68","36","2"
"0012A00002JLFoBQAX","FreshBooks","3.250","2019-10-21","Green","0060Z00000wXJkiQAG","2020-02-10","74","2020-10-19","7-Closed Won","65000.0","16","36","12"
"001F000001bToTSIA0","Forward Financing LLC","1.916","2015-12-01","Green","0063q00000vtSmgAAE","2020-03-23","14","2020-11-30","7-Closed Won","30060.0","225","36","12"
"0012A000022ADMGQA4","Western Asset Management Company, LLC","1.416","2017-05-30","None","0062A00000oFaQsQAK","2017-09-18","18","2018-05-28","7-Closed Won","","16","36","1"
"0010Z000023k6TLQAY","TAKENAKA CORPORATION","1.416","2019-06-28","Green","0060Z00000uAscxQAC","2019-10-14","43","2020-06-22","7-Closed Won","46500.0","16","36","10"
"0012A00002DHnI6QAL","Compare The Market Pty Ltd","3.750","2017-10-31","Red","0060Z00000wXWt1QAG","2020-02-17","29","2020-10-26","7-Closed Won","35001.0","120","36","12"
"0010Z000023jqXiQAI","Donaldson","0.833","2019-05-31","Green","0060Z00000u9Yy1QAE","2019-09-16","84","2020-05-25","8-Closed Lost","36316.2","16","36","8"
"0010Z00001wwfxFQAQ","Tokio Marine Seguradora S A","0.250","2018-08-27","Yellow","0060Z00000nLXu2QAG","2018-12-17","5","2019-08-26","7-Closed Won","","16","36","1"
"0012A0000207YqBQAU","MYJAR IT OU","0.000","2017-01-25","None","0062A00000m9YW3QAM","2017-05-15","0","2018-01-22","7-Closed Won","","16","36","0"
"001F000001snXN4IAM","Padres, L.P.","0.583","2017-01-01","None","0062A00000m8n7yQAA","2017-04-24","39","2018-01-01","7-Closed Won","","17","36","4"
"0012A000022CZ4xQAG","Raymond Corporation","1.000","2017-02-24","None","0062A00000nTKCsQAO","2017-06-12","130","2018-02-19","7-Closed Won","","16","36","10"
"0010Z000026AIvoQAG","SmartyPants","1.833","2019-02-25","Green","0060Z00000r0GfrQAE","2019-06-17","244","2020-02-24","7-Closed Won","","16","36","12"
"0012A000029TdvuQAC","Greenspring Associates","1.583","2017-07-17","Green","0060Z00000riBtkQAE","2019-11-04","11","2020-07-13","7-Closed Won","52000.0","120","36","4"
"0010Z00001wpx5hQAA","CLUB TOURISM INTERNATIONAL INC.","1.166","2018-07-13","Green","0060Z00000n8EL4QAM","2018-10-29","28","2019-07-08","7-Closed Won","","16","36","4"
"0010Z000023jpWPQAY","US Direct","1.166","2018-09-30","Green","0060Z00000ojgrVQAQ","2019-01-21","8","2019-09-30","8-Closed Lost","","17","36","8"
"0012A00002CpZVWQA3","LIFULL CO., LTD.","2.333","2017-06-26","None","0062A00000oGBnxQAG","2017-10-16","66","2018-06-25","7-Closed Won","","16","36","8"
"0012A000023rnyXQAQ","Old Mutual Life Assurance Company (South Africa) Limited","2.833","2018-10-31","Green","0060Z00000pS1qwQAC","2019-02-18","65","2019-10-28","7-Closed Won","","16","36","9"
"001F000001pWOoSIAW","MARKERSTUDY LIMITED","4.083","2017-01-31","Green","0062A00000rUayhQAC","2018-05-21","154","2019-01-28","7-Closed Won","","68","36","9"
"0012A00002GmtrSQAR","Tatweer Petroleum – Bahrain Field Development Company W.L.L.","0.500","2018-05-31","Not Flagged this week","0060Z00000lfCLkQAM","2018-09-17","12","2019-05-27","7-Closed Won","","16","36","2"
"0012A000029wzqHQAQ","Rakuten Group, Inc.","3.833","2019-09-30","Yellow","0060Z00000wWMy9QAG","2020-01-20","207","2020-09-28","7-Closed Won","135168.0","16","36","8"
"0010Z000022ySzMQAU","NECTEC (Thailand)","0.083","2018-09-30","Not Flagged this week","0060Z00000owg5iQAA","2019-01-21","1","2019-09-30","8-Closed Lost","","17","36","0"
"0012A000028tHe9QAE","Lendico Deutschland GmbH","0.500","2018-07-19","Green","0060Z00000sYsOOQA0","2019-11-04","10","2020-07-13","7-Closed Won","48000.0","68","36","1"
"0012A000029ULCKQA4","EnerBank USA","0.500","2017-12-31","Green","0063q00000xodkUAAQ","2020-04-20","0","2020-12-28","8-Closed Lost","25000.0","121","36","6"
"0012A00002HWGmaQAH","McDaniel & Associates","2.750","2018-05-01","None","0060Z00000lfApXQAU","2018-08-20","35","2019-04-29","8-Closed Lost","","16","36","4"
"001F000001tn533IAA","Acima Digital, LLC","1.833","2017-01-27","None","0062A00000m8LflQAE","2017-05-15","103","2018-01-22","7-Closed Won","","16","36","10"
"0012A00002IKZtkQAH","Jardine Matheson","0.000","2018-08-30","Not Flagged this week","0060Z00000nLXm8QAG","2018-12-17","0","2019-08-26","8-Closed Lost","","16","36","0"
"0012A0000205TuUQAU","RENAISSANCE,INCORPORATED","1.250","2017-06-01","None","0062A00000oGBndQAG","2017-09-18","37","2018-05-28","7-Closed Won","","16","36","2"
"0012A00002E8WP2QAN","Zidisha Inc.","1.000","2017-08-16","Not Flagged this week","0062A00000p2mwWQAQ","2017-12-04","13","2018-08-13","7-Closed Won","","16","36","12"
"001F000001jVSZ2IAO","Hotel Tonight, Inc.","2.333","2017-01-20","Yellow","0062A00000qji9qQAA","2018-05-07","82","2019-01-14","8-Closed Lost","","68","36","8"
"001F000001qmLneIAE","EUROLIFE ERB GENERAL INSURANCE S.A.","0.750","2017-01-31","Green","0060Z00000tCksxQAC","2019-05-20","53","2020-01-27","8-Closed Lost","","120","36","5"
"0012A00002E9Qc7QAF","Beyond Finance, Inc.","2.083","2017-10-20","Not Flagged this week","0062A00000pmb6JQAQ","2018-02-05","263","2018-10-15","7-Closed Won","","16","36","11"
"0012A00002AchV2QAJ","Third Point","0.166","2017-05-31","None","0062A00000oGBoHQAW","2017-09-18","0","2018-05-28","8-Closed Lost","","16","36","0"
"001F000001pWOoSIAW","MARKERSTUDY LIMITED","3.250","2017-01-31","None","0062A00000oDKTYQA4","2017-05-22","149","2018-01-29","7-Closed Won","","16","36","8"
"001F000001cSa54IAC","Predictive Solutions Corporation","1.000","2016-02-12","None","0062A00000ovzKKQAY","2017-06-05","50","2018-02-12","7-Closed Won","","69","36","8"
"001F000001rQGhXIAW","Net Pay Advance, Inc.","1.916","2016-09-15","Not Flagged this week","0062A00000ovzOvQAI","2018-01-01","72","2018-09-10","7-Closed Won","","68","36","12"
"0012A00002E8idYQAR","SONY CORPORATION","1.083","2017-12-08","Yellow","0060Z00000qKl3DQAS","2019-03-25","117","2019-12-02","8-Closed Lost","","68","36","7"
"0012A0000205OvqQAE","Zeel Networks, Inc.","0.083","2016-12-15","Green","0060Z00000qKlh3QAC","2020-04-06","0","2020-12-14","8-Closed Lost","30000.0","173","36","0"
"0012A000023uRDnQAM","Payoneer","1.166","2017-04-30","Not Flagged this week","0060Z00000lfAsMQAU","2018-08-20","36","2019-04-29","7-Closed Won","","69","36","11"
"0012A00002GmcVgQAJ","SEPTENI CO., LTD.","1.416","2018-05-14","Green","0060Z00000riE7hQAE","2019-09-02","100","2020-05-11","7-Closed Won","36000.0","68","36","12"
"0012A000023sNzBQAU","MITSUBISHI CORPORATION","2.416","2017-01-16","Green","0062A00000qjnaPQAQ","2018-05-07","80","2019-01-14","7-Closed Won","","68","36","7"
"0012A00001vBJxPQAW","Prospa","0.750","2017-11-30","Not Flagged this week","0062A00000po7u1QAA","2018-03-19","40","2018-11-26","8-Closed Lost","","16","36","2"
"0012A000029whdaQAA","Ovuline, Inc. dba Ovia Health","0.000","2017-05-22","Grey","0060Z00000lfBlhQAE","2019-09-16","0","2020-05-25","7-Closed Won","45144.0","121","36","0"
"001F000001oxALPIA2","moovel GmbH","2.500","2017-07-22","Grey","0060Z00000uetMOQAY","2019-11-11","30","2020-07-20","8-Closed Lost","32000.0","121","36","12"
"001F000001hTwrkIAC","EUREKA, INC,","1.750","2017-01-01","None","0062A00000nSB69QAG","2017-06-19","74","2018-02-26","7-Closed Won","","25","36","5"
"0012A0000205OvqQAE","Zeel Networks, Inc.","0.250","2016-12-15","None","0062A00000m8GeKQAU","2017-04-03","14","2017-12-11","7-Closed Won","","16","36","2"
"0012A000027sJwMQAU","TORIDOLL HOLDINGS CORPORATION","1.500","2017-06-14","None","0062A00000oGE77QAG","2017-10-02","180","2018-06-11","8-Closed Lost","","16","36","10"
"0012A000029z93cQAA","Icon Media Direct","1.083","2018-10-31","Green","0060Z00000pS4cEQAS","2019-02-18","42","2019-10-28","7-Closed Won","","16","36","0"
"0012A00002Gq1UNQAZ","Lenovo Tecnologia do Brasil Ltda.","1.833","2018-03-13","Green","0062A00000rUEh9QAG","2018-07-02","69","2019-03-11","7-Closed Won","","16","36","12"
"0012A000029UEh4QAG","TOYOTA TECHNICAL DEVELOPMENT CORPORATION","1.500","2017-03-15","None","0062A00000nUufVQAS","2017-07-03","64","2018-03-12","7-Closed Won","","16","36","3"
"001F000001nwBWtIAM","transcosmos inc.","5.583","2017-02-01","None","0062A00000oDiETQA0","2017-05-22","240","2018-01-29","7-Closed Won","","16","36","9"
"0010Z00001wpx53QAA","SANSAN, INC.","1.666","2018-06-18","Green","0060Z00000lfCeHQAU","2018-10-08","53","2019-06-17","7-Closed Won","","16","36","11"
"001F000001cSOt4IAG","Reinsurance Group of America","0.833","2016-03-28","None","0062A00000oGBqmQAG","2017-07-17","61","2018-03-26","8-Closed Lost","","68","36","4"
"0012A00002HV45TQAT","4finance","1.333","2018-11-30","Green","0060Z00000qKkxCQAS","2019-03-18","17","2019-11-25","7-Closed Won","","16","36","3"
"0012A00002Eku04QAB","Ricoh Australia","1.000","2017-12-01","Red","0062A00000qjGicQAE","2020-03-23","3","2020-11-30","7-Closed Won","85370.4","121","36","3"
"0012A00002GmcrJQAR","TAIYO NIPPON SANSO CORPORATION","1.333","2019-02-01","Red","0060Z00000oukDQQAY","2019-05-20","46","2020-01-27","7-Closed Won","","16","36","5"
"001F000001qmLneIAE","EUROLIFE ERB GENERAL INSURANCE S.A.","0.333","2017-01-31","Not Flagged this week","0062A00000qkgbhQAA","2018-05-21","30","2019-01-28","7-Closed Won","","68","36","3"
"0010Z00001wpnzIQAQ","Pinger, Inc.","1.500","2018-09-30","Green","0060Z00000ohFD4QAM","2019-01-21","73","2019-09-30","7-Closed Won","","17","36","9"
"0012A000023sz5tQAA","Domestic & General","2.833","2017-05-15","Green","0060Z00000lfBZ7QAM","2018-09-03","44","2019-05-13","7-Closed Won","","68","36","8"
"0010Z000023k6YHQAY","LION CORPORATION","2.583","2018-10-10","Green","0060Z00000owgFOQAY","2019-01-28","84","2019-10-07","7-Closed Won","","16","36","5"
"0012A00002DjUm5QAF","IIDA GROUP HOLDINGS CO., LTD.","2.500","2019-02-01","Green","0060Z00000oujjEQAQ","2019-05-20","387","2020-01-27","7-Closed Won","","16","36","9"
"0012A00002GP0xhQAD","Landscape Co., Ltd.","0.250","2017-10-27","Red","0060Z00000owfR9QAI","2019-02-11","6","2019-10-21","7-Closed Won","","68","36","2"
"0012A00002IKZmFQAX","BestSecret","6.916","2021-04-30","Yellow","0063q00000ywnEIAAY","2021-08-16","221","2022-04-25","7-Closed Won","130000.0","16","36","12"
"0012A00002IZz0TQAT","Decode Health","1.916","2018-04-30","Green","0063q00000zqok2AAA","2021-08-16","508","2022-04-25","7-Closed Won","60000.0","172","36","12"
"0010Z000025nZlgQAE","JR EAST INFORMATION SYSTEMS COMPANY","0.166","2019-04-01","Green","0063q00000zKgMnAAK","2021-05-24","0","2022-01-31","8-Closed Lost","25500.0","112","36","0"
"0013q00002GcZL0AAN","NIHON SUIKO SEKKEI Co., Ltd.","0.666","2021-01-31","Green","0063q00000zKaxPAAS","2021-05-24","15","2022-01-31","7-Closed Won","41202.0","17","36","2"
"0012A00002GmcrJQAR","TAIYO NIPPON SANSO CORPORATION","3.000","2019-02-01","Green","0063q00000zKfC8AAK","2021-05-24","122","2022-01-31","8-Closed Lost","66000.0","121","36","4"
"0012A00002IKZn2QAH","Altria Client Services LLC","0.666","2021-01-31","Green","0063q00000zKiqvAAC","2021-05-24","14","2022-01-31","7-Closed Won","36880.0","17","36","0"
"0010Z000023tQoqQAE","Mitsubishi Tanabe Pharma Corporation","5.833","2020-01-31","Yellow","0063q00000zKYDrAAO","2021-05-24","98","2022-01-31","7-Closed Won","68250.0","69","36","8"
"0013q00002H81E7AAJ","Nagoya Institute of Technology","0.166","2021-01-31","Green","0063q00000zKhOAAA0","2021-05-24","0","2022-01-31","7-Closed Won","18750.0","17","36","0"
"0010Z000025yEVUQA2","Amplus","1.750","2019-01-31","Yellow","0060Z00000oukH0QAI","2021-05-24","1","2022-01-31","8-Closed Lost","32400.0","121","36","9"
"0010Z000024seCvQAI","Pie Insurance","3.083","2020-01-31","Green","0063q00000xqkxAAAQ","2021-05-24","35","2022-01-31","7-Closed Won","82800.0","69","36","11"
"0012A00002GR5dmQAD","HITACHI ZOSEN CORPORATION","1.416","2021-01-31","Green","0063q00000zKba0AAC","2021-05-24","66","2022-01-31","7-Closed Won","36000.0","17","36","8"
"0010Z000023k4sKQAQ","TBWA\Chiat\Day Los Angeles","0.250","2021-02-05","Green","0063q00000zKq8oAAC","2021-05-24","5","2022-01-31","7-Closed Won","10000.0","16","36","0"
"0012A00002GQuuvQAD","HITACHI SYSTEMS, LTD.","9.166","2018-11-22","Green","0063q000010uu3DAAQ","2021-05-24","593","2022-01-31","7-Closed Won","159676.25","131","36","12"
"0012A00002IaBTfQAN","Liberty Seguros Brazil","1.833","2021-01-31","Green","0063q00000zKfOQAA0","2021-05-24","48","2022-01-31","7-Closed Won","13500.0","17","36","1"
"0013q00002EapqZAAR","Tiendas Neto","1.833","2021-01-31","Green","0063q00000zKTV2AAO","2021-05-24","89","2022-01-31","7-Closed Won","63900.0","17","36","10"
"0012A00002GmcrJQAR","TAIYO NIPPON SANSO CORPORATION","3.000","2019-02-01","Green","0063q00000zKfCRAA0","2021-05-24","122","2022-01-31","7-Closed Won","66000.0","121","36","4"
"0010Z00001yVONRQA4","Zibby","0.000","2019-01-31","Red","0060Z00000qKlsXQAS","2021-05-24","0","2022-01-31","8-Closed Lost","72000.0","121","36","0"
"0013q00002GZalwAAD","Nierstichting","1.750","2021-01-31","Yellow","0063q00000zKgOsAAK","2021-05-24","27","2022-01-31","7-Closed Won","39750.0","17","36","5"
"0012A0000204TxBQAU","Target Corporation","2.916","2017-01-20","Green","0063q00000zKhsLAAS","2021-05-24","9","2022-01-31","8-Closed Lost","82800.0","227","36","12"
"0010Z00001wsGGvQAM","Mitsubishi UFJ Trust and Banking Corporation","0.000","2019-02-01","Green","0063q00000zKb5nAAC","2021-05-24","0","2022-01-31","7-Closed Won","106200.0","121","36","0"
"0013q00002H8n28AAB","British American Tobacco Australia Ltd","1.500","2021-01-31","Green","0063q00000zKhvXAAS","2021-05-24","65","2022-01-31","8-Closed Lost","38250.0","17","36","3"
"0012A00002DjUm5QAF","IIDA GROUP HOLDINGS CO., LTD.","1.416","2019-02-01","Yellow","0063q00000zKfsvAAC","2021-05-24","44","2022-01-31","7-Closed Won","53250.0","121","36","9"
"0010Z000023jncQQAQ","The Airport Authority Hong Kong","0.833","2021-02-01","Green","0063q00000zKiQOAA0","2021-05-24","12","2022-01-31","7-Closed Won","48680.0","16","36","2"
"0012A00002Jdk5xQAB","PT Julo Teknologi Finansial (JULO)","2.583","2019-02-01","Green","0063q00000zKDVcAAO","2021-05-24","139","2022-01-31","7-Closed Won","54000.0","121","36","12"
"0013q00002Fy8HZAAZ","UNISTAR CREDIT AND FINANCE CORPORATION","2.250","2021-02-01","Green","0063q00000zKgOdAAK","2021-05-24","57","2022-01-31","8-Closed Lost","15300.0","16","36","10"
"0012A00002IowTqQAJ","New Imagitas, Inc. (d.b.a. Red Ventures)","9.916","2019-02-01","Green","0063q00000xpMGyAAM","2021-05-24","1275","2022-01-31","7-Closed Won","245040.0","121","36","12"
"0010Z000023rm80QAA","MYNAVI CORPORATION","2.250","2019-02-01","Green","0063q00000zKdzdAAC","2021-05-24","8","2022-01-31","8-Closed Lost","111284.53","121","36","11"
"0012A00002Ctw33QAB","Barton Malow Holdings LLC","2.166","2021-01-31","Green","0063q00000zKgRmAAK","2021-05-24","18","2022-01-31","7-Closed Won","15000.0","17","36","3"
"0013q00002H8Kg4AAF","Content Data Marketing Inc.","1.500","2021-01-31","Green","0063q00000zKiKbAAK","2021-05-24","19","2022-01-31","7-Closed Won","30095.63","17","36","1"
"001F000001nwBWtIAM","transcosmos inc.","14.666","2017-02-01","Green","0063q00000zKfDAAA0","2021-05-24","268","2022-01-31","7-Closed Won","350000.0","225","36","12"
"0013q00002F1v33AAB","AIA Shared Services (Hong Kong) Limited","0.500","2021-02-10","Green","0063q00000zKiQEAA0","2021-05-31","0","2022-02-07","8-Closed Lost","33000.0","16","36","0"
"001F000001cSa54IAC","Predictive Solutions Corporation","1.083","2016-02-12","Green","0063q00000zqWJRAA2","2021-05-31","24","2022-02-07","8-Closed Lost","69920.0","277","36","7"
"0010Z000025ncspQAA","ZEON CORPORATION","7.416","2020-06-22","Green","0063q00000yxBNdAAM","2021-10-11","210","2022-06-20","7-Closed Won","68250.0","68","36","9"
"0010Z000025ngfnQAA","JFE Chemical Corporation","1.916","2021-02-15","Green","0063q00000zKq9DAAS","2021-06-07","17","2022-02-14","7-Closed Won","21250.0","16","36","1"
"0012A00002BPLdfQAH","Western Governors University","1.333","2021-02-17","Green","0063q00000zqPrFAAU","2021-06-07","47","2022-02-14","7-Closed Won","24750.0","16","36","2"
"0013q00002FyMDQAA3","C.A.B. CLOTHING INC.","2.916","2021-02-17","Green","0063q00000zKssPAAS","2021-06-07","206","2022-02-14","8-Closed Lost","24000.0","16","36","12"
"0012A00001vBAifQAG","Good Eggs","0.750","2021-02-22","Green","0063q00000zqNY1AAM","2021-06-14","39","2022-02-21","7-Closed Won","31500.0","16","36","3"
"0013q00002GcpEWAAZ","Doshisha University","0.000","2021-02-22","Green","0063q00000zqLEyAAM","2021-06-14","0","2022-02-21","8-Closed Lost","0.0","16","36","0"
"0012A00002IKZoiQAH","BROTHER INDUSTRIES, LTD.","0.916","2019-02-25","Green","0063q00000zqQrsAAE","2021-06-14","67","2022-02-21","7-Closed Won","58500.0","120","36","0"
"0010Z000025ncnjQAA","Weathernews Inc.","3.166","2021-02-24","Green","0063q00000zKxSNAA0","2021-06-14","242","2022-02-21","7-Closed Won","45000.0","16","36","11"
"0012A00002Dkww4QAB","Prophaic","0.833","2021-02-22","Green","0063q00000zqMXHAA2","2021-06-14","34","2022-02-21","7-Closed Won","10000.0","16","36","10"
"0010Z000026B51EQAS","Banco BNI Europa","0.000","2019-02-26","Grey","0060Z00000r0BaLQAU","2021-06-14","0","2022-02-21","8-Closed Lost","39150.0","120","36","0"
"0010Z00001wsQIXQA2","American Woodmark Corporation","0.250","2019-02-01","Yellow","0063q00000xq397AAA","2020-05-25","0","2021-02-01","8-Closed Lost","45000.0","69","36","0"
"0010Z00001wpvgNQAQ","SKYWARD INFORMATION SYSTEM CO., LTD.","1.666","2018-06-12","","0060Z00000lfCHaQAM","2018-10-01","86","2019-06-10","7-Closed Won","","16","36","9"
"0012A00002GQuK4QAL","UNIVERSITY OF TOKYO","0.000","2018-12-27","Yellow","0063q00000xq5TQAAY","2020-05-25","0","2021-02-01","8-Closed Lost","48000.0","74","36","0"
"001F000001nwBWtIAM","transcosmos inc.","14.166","2017-02-01","Green","0063q00000xqTowAAE","2020-05-25","572","2021-02-01","7-Closed Won","313632.0","173","36","12"
"0012A00002IKZofQAH","British American Shared Services (GSD) Limited","5.500","2020-02-07","Green","0063q00000xrfwvAAA","2020-05-25","4639","2021-02-01","8-Closed Lost","322310.0","16","36","12"
"0012A00002DjUm5QAF","IIDA GROUP HOLDINGS CO., LTD.","1.333","2019-02-01","Green","0063q00000xqATyAAM","2020-05-25","16","2021-02-01","7-Closed Won","53250.0","69","36","2"
"0010Z0000269x87QAA","TDSE. Inc","0.416","2019-02-01","Green","0063q00000xqARTAA2","2020-05-25","5","2021-02-01","7-Closed Won","36000.0","69","36","0"
"0010Z000023rm80QAA","MYNAVI CORPORATION","3.916","2019-02-01","Green","0063q00000xqaZ2AAI","2020-05-25","94","2021-02-01","7-Closed Won","126103.78","69","36","1"
"0012A00002Gmd7tQAB","YANMAR INFORMATION SYSTEM SERVICE CO., LTD.","0.750","2019-02-01","Yellow","0063q00000xq5vFAAQ","2020-05-25","17","2021-02-01","8-Closed Lost","48000.0","69","36","4"
"0012A00002KoWItQAN","Chainalytics LLC","1.666","2019-02-01","Green","0063q00000xp8QIAAY","2020-05-25","29","2021-02-01","8-Closed Lost","70557.5","69","36","5"
"0012A00002IGci2QAD","Outsell","1.583","2018-02-01","Red","0062A00000qkeRcQAI","2020-05-25","9","2021-02-01","7-Closed Won","36000.0","121","36","12"
"0012A00002Jdk5xQAB","PT Julo Teknologi Finansial (JULO)","2.000","2019-02-01","Green","0063q00000xpk29AAA","2020-05-25","386","2021-02-01","7-Closed Won","54000.0","69","36","12"
"0012A000023rnxKQAQ","IMA Financial Group","0.333","2019-02-01","Green","0060Z00000oukHOQAY","2020-05-25","1","2021-02-01","7-Closed Won","78120.0","69","36","2"
"0012A00002GmcrJQAR","TAIYO NIPPON SANSO CORPORATION","1.666","2019-02-01","Green","0063q00000xqe55AAA","2020-05-25","47","2021-02-01","7-Closed Won","84000.0","69","36","4"
"001F000001cSa54IAC","Predictive Solutions Corporation","4.500","2016-02-12","Green","0063q00000yZq2gAAC","2020-06-01","174","2021-02-08","7-Closed Won","52500.0","225","36","11"
"0012A00002F2EWZQA3","NTT FACILITIES, INC.","0.083","2018-02-19","Red","0063q00000xrvq1AAA","2020-06-08","8","2021-02-15","8-Closed Lost","36000.0","120","36","1"
"0010Z000023tQpSQAU","PASCO CORPORATION","0.916","2020-02-17","Green","0063q00000xrTeJAAU","2020-06-08","26","2021-02-15","8-Closed Lost","68640.0","16","36","3"
"0012A00002IKZoiQAH","BROTHER INDUSTRIES, LTD.","1.250","2019-02-25","Green","0063q00000xrvqVAAQ","2020-06-15","257","2021-02-22","7-Closed Won","46500.0","68","36","5"
"0012A00002DmuJ4QAJ","CaixaBank, S.A.","7.333","2019-02-18","Green","0063q00000y9oYMAAY","2020-06-08","170","2021-02-15","7-Closed Won","58500.0","68","36","12"
"0010Z000026Az9xQAC","Sammons Financial Group Member Companies","0.916","2020-02-29","Green","0063q00000y96l4AAA","2020-06-15","14","2021-02-22","7-Closed Won","50000.0","16","36","4"
"0010Z000025kLF8QAM","PT Berlian Sistem Informasi","2.500","2019-02-28","Green","0063q00000y9EsWAAU","2020-06-15","37","2021-02-22","7-Closed Won","67031.25","68","36","12"
"0012A00002GoZzMQAV","National Federation of Independent Business","0.000","2018-02-28","Grey","0060Z00000r0BajQAE","2020-06-15","0","2021-02-22","8-Closed Lost","36000.0","120","36","0"
"0012A00002K6qnVQAR","ICEA","1.083","2018-03-07","Green","0062A00000rUDNBQA4","2020-06-22","148","2021-03-01","7-Closed Won","39975.0","120","36","6"
"001F000001lY60cIAC","PANASONIC CORPORATION","4.000","2016-09-26","Green","0063q00000y90dyAAA","2020-06-22","256","2021-03-01","7-Closed Won","135168.0","195","36","8"
"0012A000025Hb4JQAS","SHIMIZU CORPORATION","0.916","2017-03-01","Green","0063q00000y9BjjAAE","2020-06-22","31","2021-03-01","7-Closed Won","36000.0","173","36","6"
"0012A000023sHGUQA2","SB C&S Corp.","1.833","2017-03-01","Green","0063q00000xs1EPAAY","2020-06-22","47","2021-03-01","7-Closed Won","132000.0","173","36","12"
"0010Z000023k9rdQAA","KAUNET CO., LTD.","0.916","2019-03-14","Green","0063q00000y9oXnAAI","2020-06-29","27","2021-03-08","7-Closed Won","46500.0","68","36","5"
"0012A00002GQupRQAT","DAIFUKU CO., LTD.","0.083","2018-03-09","Green","0063q00000xrvpSAAQ","2020-06-29","2","2021-03-08","7-Closed Won","68640.0","121","36","0"
"0012A00002GnwbnQAB","Entegra Capital LLC","0.833","2018-01-31","Red","0060Z00000riE7TQAU","2020-06-29","0","2021-03-08","7-Closed Won","30000.0","126","36","2"
"0012A00002Gq1UNQAZ","Lenovo Tecnologia do Brasil Ltda.","0.333","2018-03-13","Yellow","0063q00000yAjCQAA0","2020-06-29","0","2021-03-08","7-Closed Won","40000.0","120","36","0"
"0010Z000025nercQAA","Hokuden Information System Service Company,Inc.","1.750","2020-03-09","Green","0063q00000y9EtjAAE","2020-06-29","153","2021-03-08","7-Closed Won","114628.8","16","36","11"
"0010Z000025nckXQAQ","UNITED ARROWS LTD.","2.583","2020-03-12","Green","0063q00000y9oXEAAY","2020-06-29","31","2021-03-08","7-Closed Won","68640.0","16","36","12"
"0012A00002GmcVgQAJ","SEPTENI CO., LTD.","2.666","2018-05-14","Green","0063q00000ywslSAAQ","2021-08-30","173","2022-05-09","7-Closed Won","68640.0","172","36","12"
"0012A00002BPi5nQAD","Eagle’s View Partners, Ltd.","1.000","2017-06-15","Green","0060Z00000lfCbgQAE","2018-10-01","161","2019-06-10","7-Closed Won","","68","36","12"
"0012A00002Kmgu6QAB","Fintonic","1.250","2018-06-18","Not Flagged this week","0060Z00000lfCfOQAU","2018-10-08","46","2019-06-17","7-Closed Won","","16","36","11"
"0012A00002GmciqQAB","SKY PERFECT JSAT CORPORATION","1.166","2019-06-07","Green","0060Z00000u9bF4QAI","2019-09-23","11","2020-06-01","7-Closed Won","46500.0","16","36","4"
"0010Z00001wwiBzQAI","uShip","1.833","2018-09-30","Not Flagged this week","0060Z00000ojSx6QAE","2019-01-21","80","2019-09-30","7-Closed Won","","17","36","8"
