is_bad,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
0,"Kohl's","4 years","RENT","49000.0","not verified","n","  Borrower added on 10/14/11 > This loan will be used for moving expenses including a security deposit for a condo. This is my second lending club loan, the last one was paid off without issue. I will have a very stable government job with a solid income. Thanks for your investment :)<br/>","moving","Moving expenses / security deposit","956xx","CA","12.54","0.0","10/1/2003","2.0","30.0","","6.0","0.0",1122,"17.3","14.0","f","0.0","",1
0,"Verizon","4 years","MORTGAGE","62892.0","not verified","n","Hi.  I am interested in obtaining a loan in order to pay off all of my credit cards.  I have a stable career and have been in the same line of business since 2001.  During my college years I acquired multiple credit cards and sunk into debt.  I haven't had any late pays since early 2001.  I am the proud father of two children and husband to an amazing wife.  In 2004 my daughter broke her arm.  Due to problems with the insurance company I had at the time two collection accounts appeared on my credit file in 2005.  One for 97 dollars and another for 45.  Both have been paid off.  The first by the insurance company and the second by myself.  I have literally destroyed all of my credit cards and look forward to the day I can be free of all debt.  I thank you for helping me reach that goal and can assure you I have never defaulted on any loan.  ","debt_consolidation","Path to freedom from credit card debt","760xx","TX","21.83","0.0","12/1/1993","2.0","61.0","","14.0","0.0",12025,"37.2","21.0","f","0.0","",1
0,"Cognizant Technology Solutions","2 years","RENT","68480.0","not verified","n","","debt_consolidation","Consolidating revolving credit","980xx","WA","22.25","0.0","12/1/2001","1.0","","","22.0","0.0",10100,"68.0","38.0","f","0.0","",1
1,"Flex-n-gate","2 years","RENT","60000.0","VERIFIED - income","n","","credit_card","Debt consolidation loan ","355xx","AL","22.34","0.0","11/1/1991","0.0","","","5.0","0.0",22951,"42.5","36.0","f","0.0","",1
0,"Page Unified School Dist. #8","10+ years","MORTGAGE","35000.0","VERIFIED - income","n","  Borrower added on 10/01/10 > I have credit card debts at $5,500. I also have a balloon payment on my mortgage due a year from now. The current balance is $16,500. With what I have in savings now and in my safe deposit box. I can clear all this up and have a much better ease of living. The home and property will be free and clear, and I will be commited to only one payment. Gives me a better shot of seeing my grandkids more. My son is 13 years Navy and always far away.<br/> Borrower added on 10/03/10 > Thanks to everyone so far that has invested. Rest assured this is a no risk loan. Never once have I faulted on a loan or even been late for a payment. If by chance you wonder why I didn't just go through my bank for this. Small town, small bank, and it's personal only. I have been saving hard on this balloon payment for almost two years  knowing it was coming. I'm just not going to get there by Oct. of 2011. As I have said, with what I have saved and this loan. I can clean up the only two debts I have other than my monthly living expenses. My truck has clear title and I owe nothing else. I could of pulled this off with my 403b plan but it would be a foolish move at the age of 57. Thanks again to everyone that has and will invest. Sincerly, Steve<br/>","home_improvement","Consoladation","860xx","AZ","17.14","0.0","9/1/1996","0.0","","","5.0","0.0",5363,"17.8","12.0","f","0.0","",1
0,"COSTCO","5 years","RENT","44500.0","VERIFIED - income source","n","  Borrower added on 10/06/10 > THIS LOAN WILL BE USED IN A ESTABLISHED RELATIVE'S BUSINESS. I HAVE BEEN A GOOD BORROWER WITH LENDING CLUB. MY MONTHLY BUDGET IS COVERED EASILY WITH MY INCOME. THE COMPANY WHICH I WORK IN, IS A VERY STABLE COMPANY HERE IN USA AND HAS EXCELLENT RELATIONSHIP WITH THEIR EMPLOYEES.<br/>","small_business","SECOND LOAN","330xx","FL","10.65","0.0","12/1/2005","2.0","","","9.0","0.0",289,"4.4","14.0","f","0.0","",1
0,"HONDA MANUFACTURING","10+ years","MORTGAGE","70000.0","not verified","n","","medical","Medical","430xx","OH","8.66","0.0","5/1/2001","1.0","49.0","","12.0","0.0",4153,"7.5","33.0","f","0.0","",1
0,"walmart","10+ years","OWN","25000.0","not verified","n","  Borrower added on 02/26/10 > I plan on using the funds to combine my credit cards into one bill at a lower interest rate. I've been with the same company for 10.5 years.<br/>","credit_card","need to consildate my bills","321xx","FL","10.99","0.0","6/1/1998","0.0","","","12.0","0.0",7693,"15.1","14.0","f","0.0","",1
0,"UNIVERSITY OF CALIFORNIA","3 years","RENT","70001.0","VERIFIED - income source","n","  Borrower added on 12/06/10 > My wife is a PhD student, I am a full time programmer/analyst at a Tier-1 University making ~70k. I let my Mom become an authorized user of a credit card of mine back in 2005. She did a balance transfer, but then kept using the card due to emergencies and things that shouldn't have gone on there. Unfortunately for me, she maxed it out, and is still having a rough time. To save my credit score, and to help her avoid huge min. pmts, I want to get enough cash to pay off the card (and take her off of it). She'll pay me directly in cash, and the payment amount will drop regardless. Please help me Lending Club borrowers, I won't let you down. If possible, I'll pay off early too.<br/> Borrower added on 12/06/10 > My monthly budget is 5000/month and I am paying down my Florida wedding and a cross-country move. I always pay on time and have never been in default. I meant to say &quot;please help me L.C. loaners&quot; above, not borrowers. Thanks!<br/> Borrower added on 12/09/10 > I appreciate all the help so far. Please feel free to ask me any questions related to finances. I have a monthly budget, use Mint.com to track all spending, and really want to get my credit score higher.<br/>","credit_card","Getting Mom's Beast Off My Back","926xx","CA","17.73","0.0","9/1/2003","0.0","","","15.0","0.0",28871,"72.1","26.0","f","0.0","",1
0,"Alma de Cuba","1 year","RENT","90000.0","not verified","n","","major_purchase","Major Purchase Loan","191xx","PA","9.45","0.0","12/1/1998","2.0","72.0","","11.0","0.0",7510,"61.4","28.0","f","0.0","",1
0,"ford motor co","10+ years","MORTGAGE","50000.0","VERIFIED - income","n","","debt_consolidation","debbtloan","400xx","KY","9.12","0.0","2/1/1994","0.0","","","9.0","0.0",11451,"47.9","30.0","f","0.0","",1
0,"tower water","2 years","RENT","48000.0","VERIFIED - income source","n","  Borrower added on 01/28/11 > 2500 to visa.    6500 to Citi.   2000 to car.   1000 to misc<br/> Borrower added on 01/29/11 > My visa and Citi accounts have 29.99% interest...once I have everything consolidated, and the generous 15% rate from lending club, I will have the loan paid off in a exceptional period of time.  I have been working 40 hours a week and 10-12 hours OT every week since October.  Thank you to all the lenders who have and who will contribute!<br/> Borrower added on 01/30/11 > I have direct deposit<br/> Borrower added on 01/31/11 > I have never been in default<br/>","debt_consolidation","debt conso","088xx","NJ","9.75","1.0","2/1/2001","0.0","19.0","","7.0","0.0",3620,"38.1","10.0","f","0.0","",1
0,"Williams Blackstock Architects","< 1 year","MORTGAGE","75000.0","VERIFIED - income","n","The loan will be used to consolidate multiple debts into one payment and interest rate.","debt_consolidation","Consolidate","350xx","AL","15.25","0.0","6/1/1995","1.0","57.0","","10.0","0.0",7642,"28.2","33.0","f","0.0","",1
0,"New Venture Holding","1 year","MORTGAGE","36000.0","VERIFIED - income source","n","  Borrower added on 01/29/11 > I plan to use the funds to purchase an investment property.<br/> Borrower added on 01/29/11 > I plan to use the funds to purchase an investment property.<br/>","major_purchase","Loan","302xx","GA","13.43","0.0","1/1/1998","3.0","82.0","63.0","8.0","1.0",5049,"78.9","17.0","f","0.0","",1
0,"Northrop Grumman","2 years","RENT","120000.0","VERIFIED - income","n","","debt_consolidation","2011 Loan","913xx","CA","12.84","0.0","3/1/1995","0.0","","","6.0","0.0",37910,"98.0","14.0","f","0.0","",1
0,"Envoy Mortgage","1 year","MORTGAGE","75000.0","VERIFIED - income source","n","  Borrower added on 11/05/11 > I will be paying off credit cards with this loan. It just makes more sense to consolidate with a lower rate. I do plan to pay this loan off in a shorter time frame than five years as I will be eligible for a yearly bonus with my company beginning next year.<br/> Borrower added on 11/07/11 > I have almost 8 years experience in my industry and have consistently moved up the career ladder.<br/>As demonstrated by the tradelines in my credit report, I have never missed a payment nor have I been late on any payments.<br/>","debt_consolidation","Debt Consolidation","773xx","TX","5.6","0.0","5/1/2005","0.0","","","13.0","0.0",14602,"35.9","18.0","f","0.0","",1
0,"Northwestern School Corporation","4 years","RENT","32000.0","not verified","n","I am art educator and would like to use the loan to fund a dream trip to the Louvre.","vacation","Europe","469xx","IN","14.78","0.0","6/1/1995","0.0","0.0","0.0","11.0","0.0",4737,"23.9","22.0","f","","",1
0,"workman oil","10+ years","MORTGAGE","35900.0","VERIFIED - income source","n","  Borrower added on 11/06/11 > have  tax ID name space ready, just excited about this to get started ion this. thank you<br/>","small_business","small_business Loan","240xx","VA","15.38","0.0","8/1/1999","3.0","47.0","28.0","6.0","1.0",760,"69.1","19.0","f","0.0","",1
0,"Hennepin County","1 year","RENT","37315.0","not verified","n","","car","Next Car - Let me pay you, not a bank!","551xx","MN","1.19","0.0","9/1/1999","1.0","","","8.0","0.0",2205,"5.6","22.0","f","0.0","",1
0,"BioBanc USA","1 year","MORTGAGE","127000.0","not verified","n","  Borrower added on 04/14/10 > I am a solid investment!<br/>","debt_consolidation","Thanks for the Help!","954xx","CA","17.53","0.0","5/1/1991","4.0","","","14.0","0.0",18380,"55.9","34.0","f","0.0","",1
0,"freeman hospital","10+ years","MORTGAGE","45000.0","not verified","n","","debt_consolidation","consolidation","648xx","MO","23.31","0.0","9/1/2000","5.0","","","8.0","0.0",6083,"66.8","23.0","f","0.0","",1
0,"Appleone","< 1 year","RENT","39516.0","not verified","n","  585279 added on 12/04/09 > I would like to consolidate my credit cards because the interest rates on them are very high.<br/>","debt_consolidation","Jessica's Future","921xx","CA","20.01","0.0","5/1/2002","1.0","","","7.0","0.0",5066,"84.4","20.0","f","0.0","",1
0,"Wesleyan University","4 years","RENT","25000.0","VERIFIED - income","n","","home_improvement","personal","064xx","CT","5.86","0.0","7/1/2007","1.0","","","9.0","0.0",3151,"22.8","12.0","f","0.0","",1
1,"UPMC","5 years","MORTGAGE","80000.0","not verified","n","  Borrower added on 06/24/10 > I have my income tax return and this loan to pay off higher interest rate cards<br/>","debt_consolidation","july loan","150xx","PA","13.86","0.0","2/1/1992","0.0","43.0","","12.0","0.0",9638,"27.7","20.0","f","0.0","",1
0,"UBS Financial Services","2 years","RENT","50004.0","VERIFIED - income","n","I want to buy a small diner that is for sale in wealthy neighborhood in NY. I am working with a broker and found a really nice diner in a very nice area. It is a well established restaurant earning $6,000/week for breakfast and lunch with the potential for monetary growth. Once, I received the information from the broker about the restaurant, I visited the restaurant and ate there.  I really enjoyed the food and the service was great! The place was almost full and there was a diverse crowd. The current owner recently began a Sunday breakfast and is adding a dinner menu. Although the primary sales are from food, an application for a liquor license has also been submitted which will improve monetary sales. I honestly believe that this place can do a lot better with more advertising. There are three colleges nearby and the current owner have not taken advantage of it. I will use social networks such as facebook.com, myspaces.com and others as well as special discounts and WIFI internet connection to attract the college crowd. The restaurant has a website, but does not offer online orders. I will change the website so people in the area can also order online.  The restaurant has great reviews online already which should bring customers to the restaurant.  I will also increase the amount of advertising in local papers and distribute leaflets to attract more customers. I will update the menu and offer more food. This restaurant has a successful operation records and the place was established in 1986. The area is surrounded by really nice houses, many offices, a mall, and plenty of parking. I drove around and this is definitely a wealthy neighborhood and people can afford to eat out on a regular basis at a restaurant like this one.  Facilities: 2050 SF plus a full basement. The restaurant cans seats 65 in the dining room.   About me:  I graduated from Hobart and William Smith Colleges in upstate New York (www.hws.edu) with a major in Economics and a minor in International Relations.  My educational background, personal experience and career interests has equipped me with the tools to run this business. It has always been my dream to own and run a business and this is a great starter place. I am confident that I can successfully bring this business to the next level. I am currently working as Legal Assistant at a large Financial Company. I am quite accomplished in dealing with a diverse group of individuals from a wide array of backgrounds.  My current salary can cover the loan in case the restaurant does not produce what I am projecting. ","small_business","Buy a small diner/Restaurant ","104xx","NY","16.58","0.0","10/1/2000","1.0","45.0","","6.0","0.0",757,"22.9","11.0","f","0.0","",1
0,"Morningside Baptist Church","4 years","MORTGAGE","72000.0","VERIFIED - income","n","  Borrower added on 12/06/11 > Credit card consolidation into one manageable monthly payment. <br>","debt_consolidation","Debt Consolidation Loan","891xx","NV","17.6","0.0","7/1/1993","3.0","","","13.0","0.0",29732,"86.9","32.0","f","0.0","",1
0,"Tad Pgs","2 years","RENT","124000.0","VERIFIED - income source","n","","credit_card","Credit Refi","109xx","NY","4.38","0.0","4/1/2001","0.0","","","3.0","0.0",5856,"97.6","14.0","f","0.0","",1
1,"Cleveland Electric Co.","2 years","MORTGAGE","36400.0","VERIFIED - income","n","","debt_consolidation","Consolidation","302xx","GA","23.54","0.0","9/1/2003","1.0","","","20.0","0.0",9489,"92.1","30.0","f","0.0","",1
0,"Southern Ute Indian Tribe","2 years","RENT","35220.0","VERIFIED - income source","n","  Borrower added on 02/17/11 > This loan is to purchase the mobile home my wife and son and I have lived in for the past year.  The cost to repay the loan will only be slightly higher than my rent, so I will have no trouble paying it off.  I have a steady job as a teacher and I will continue to make more money each year.<br/>","major_purchase","Gabe's Loan","811xx","CO","14.07","0.0","10/1/1999","1.0","","","7.0","0.0",10950,"51.2","21.0","f","0.0","",1
0,"N.E.W.","10+ years","RENT","58000.0","VERIFIED - income","n","","debt_consolidation","Debt Consolidation","226xx","VA","23.07","0.0","8/1/1999","0.0","55.0","","12.0","0.0",12958,"90.6","21.0","f","0.0","",1
0,"country side care center","10+ years","OWN","15600.0","not verified","n","","major_purchase","living room","492xx","MI","26.85","0.0","5/1/1998","2.0","","","9.0","0.0",2060,"54.2","17.0","f","0.0","",1
0,"knauz motors","6 years","RENT","32000.0","not verified","n","  Borrower added on 08/04/11 > i plan to use these funds to pay off my credit cards<br/>i have a stable job that i have been at for 7 years<br/>","debt_consolidation","start new","600xx","IL","20.21","0.0","1/1/2004","1.0","31.0","","5.0","0.0",3831,"27.4","11.0","f","0.0","",1
0,"Valiant Insurance Company","1 year","RENT","73000.0","VERIFIED - income source","n","","debt_consolidation","Debit Consolidation","105xx","NY","17.03","0.0","3/1/1996","3.0","","","14.0","0.0",17979,"38.9","20.0","f","0.0","",1
0,"","8 years","MORTGAGE","90000.0","not verified","n","  Borrower added on 11/14/11 > These funds will be used to pay for medical surgery.  I have a great credit score and I am always on time with payments.  I work for the largest hotel company in amount of rooms; a very stable job for the past 8 years has brought me to 3 promotions with more in the near future.  My monthly budget is well planed and establish.<br>","other","Medical ","331xx","FL","8.92","0.0","7/1/1999","2.0","","","7.0","0.0",5720,"88.0","14.0","f","0.0","",1
0,"Sierra Nevada Corporation","< 1 year","MORTGAGE","130000.0","VERIFIED - income","n","","home_improvement","lending club","760xx","TX","8.21","0.0","4/1/1991","0.0","","","16.0","0.0",13862,"14.8","42.0","f","0.0","",1
0,"Universityof California Davis","10+ years","MORTGAGE","54600.0","not verified","n","  Borrower added on 08/08/11 > Was planning to use this for a watercraft and if any left over, was going to pay off/down any Visa I had.  Want to enjoy life more.<br/>I have never &quot;not&quot; paid any loan back in all my years of borrowing or defaulted.  <br/>I work for University of Calfornia, Davis and have a very stable job.  Don't plan to retire for at least another 7-10 years.  Hope this helps.<br/>","major_purchase","Boat Loan","956xx","CA","14.15","2.0","7/1/1973","2.0","21.0","","8.0","0.0",13010,"65.4","44.0","f","0.0","",1
0,"US Army","10+ years","MORTGAGE","50004.0","not verified","n"," I am in the US Army so I have a  good reliable job, which translates into reliable pay.  I have very few outstanding debts.  Only my mortgage and a Home depot card used to replace the central air.","home_improvement","Home improvement","765xx","TX","1.03","0.0","2/1/2000","0.0","","","6.0","0.0",2161,"13.2","13.0","f","0.0","",1
1,"","6 years","MORTGAGE","100000.0","VERIFIED - income","n","  Borrower added on 10/31/11 > Busy tax office is seeking working capital. The tax season is just around the corner. I am in need of a loan to help with operating expenses and marketing campaigns. The business has been established for over 6 years and service over 1500 clients during the tax season. The business is definitely on a growth path.<br/>","small_business","Busy Tax Office Wants to Grow","907xx","CA","13.31","0.0","1/1/1995","1.0","","","16.0","0.0",13931,"75.8","24.0","f","0.0","",1
0,"Pennyslvania College of Technology","10+ years","MORTGAGE","52000.0","VERIFIED - income","n","","debt_consolidation","Credit Card Payoff","177xx","PA","22.68","0.0","1/1/1995","1.0","","","11.0","0.0",14253,"92.0","26.0","f","0.0","",1
0,"Marfork Processing","10+ years","MORTGAGE","80000.0","not verified","n","I am requesting a loan to pay a high balance credit card to hopefully get a better rate.","debt_consolidation","debt consolidation","258xx","WV","17.16","0.0","5/1/1994","2.0","","11.0","6.0","1.0",19306,"70.2","14.0","f","0.0","",1
0,"Access Nurses, Inc.","1 year","RENT","85000.0","VERIFIED - income","n","The producers of a nationally-syndicated television show are looking to expand their production company and provide video/tv production services to corporate clients and not-for-profits. The loan money will be used for new equipment and marketing/promotions. Our television show airs in over 80 cities nationwide and on The Dish Network. We'd like to build on that success and expand our company.","small_business","Internet / Television Production Company","921xx","CA","22.11","0.0","12/1/1993","0.0","","","14.0","0.0",13073,"16.5","33.0","f","0.0","",1
1,"Lowes Home Improvement","6 years","OWN","73000.0","VERIFIED - income","n","  Borrower added on 05/04/11 > I plan on using this loan to reduce my Debt that have higher interest rates. I have a secure job in an industry that is finding an uptick in the economy.  I have a budget available to pay off this loan without hampering my other obligations, in fact it will reduce some of my obligations and make my current budget only increase by a small amount, but alleviate some of the interest burden I have been carrying!<br/>","debt_consolidation","Debt Help","027xx","MA","22.5","0.0","1/1/2001","0.0","38.0","","7.0","0.0",26059,"94.1","14.0","f","0.0","",1
0,"CNI","10+ years","MORTGAGE","90000.0","VERIFIED - income","n","  Borrower added on 09/19/10 > I will be paying off two high interest rate (+20%) credit cards with this loan.  I do not have trouble making the payments now, I just don't like paying out so much in interest.<br/>","debt_consolidation","Personal Loan","871xx","NM","9.48","0.0","7/1/1989","0.0","41.0","","22.0","0.0",16776,"20.9","63.0","f","0.0","",1
0,"kik custom rpoducts","< 1 year","MORTGAGE","50000.0","not verified","n","  Borrower added on 11/08/11 > I am a good borrower.<br><br> Borrower added on 11/08/11 > i plan to use the money to consadilate bill<br>","debt_consolidation","debt_consolidation loan","305xx","GA","15.77","0.0","8/1/1996","2.0","","","7.0","0.0",115,"1.8","15.0","f","0.0","",1
0,"Croce & Company","4 years","RENT","30412.8","VERIFIED - income","n","","credit_card","Credit Card Loan","952xx","CA","24.54","0.0","1/1/2003","2.0","","","5.0","0.0",4168,"30.6","18.0","f","0.0","",1
0,"Saint Lukes Hospital","10+ years","MORTGAGE","125000.0","VERIFIED - income","n","  Borrower added on 01/21/11 > Do not want to use a credit card, but want to give my one and only daughter the wedding she deserves after all the joy and happiness she has given her mother and myself.<br/> Borrower added on 01/22/11 > I am a pharmacist at St. Lukes. I am clinical coordinator which means I supervise the pharmacy residents which we currently have 6 in a 1 year residency program. I have been there over 20 years. Last year I was hired by the FDA as a consultant and worked in DC up to twice a month on drug approvals and &quot;black box&quot; issues. My wife is a pharmacy tech with CVS/Caremark Specialty Pharmacy. She is a lead tech over 13 techs currently and has been with them going on 6 years. <br/>My wife and I are planning on paying this loan down sooner than the 5 years as we also have a son who will be returning in Oct. from his service in Brasil on a 2 year church mission. He will return to college in Jan. 2012. We never thought to save for a wedding, just college!  Partial funding would be great, her wedding is in April of 2011. <br/>Hope this information helps.<br/>","wedding","Wedding Loan","662xx","KS","25.06","0.0","7/1/1983","1.0","","","16.0","0.0",65378,"45.8","27.0","f","0.0","",1
0,"Brinker Corp, Romano's Macaroni Grill","6 years","RENT","28000.0","VERIFIED - income","n","Over the past 6 months, I have made a few balance transfers and open new cards with reasonable APRs. The last two months I've been scrambling trying to get rid of my balance on this card, because the promo period ended. Where I had 8.99% APR, now I have a very ugly 23.99%, paying $100 in financial charges a month. I dispersed half of my cards debt to other cards before the change, but I'm still left with $5100. I tried to transfer most of it to another card with available credit, but they denied my request. I also applied to receive a new American Express card for the intention of transferring the balance, but even though I was accepted, I was again refused the balance transfer. All my transfering and paying off my other high APR cards, lowered my credit score. But I have had good credit all my life, paying all my bills on time. Please, help me pay off this card so I can avoid paying an extra $100 a month, and be much closer to being debt free.  Thank you.","credit_card","Please help me pay high APR% card off.","913xx","CA","16.11","0.0","11/1/1997","2.0","","","12.0","0.0",20722,"52.1","25.0","f","0.0","",1
0,"","4 years","MORTGAGE","60000.0","VERIFIED - income source","n","  Borrower added on 06/11/10 > The funds will be used to expand my health food store, specifically to purchase additional products from local farms.  Our buy fresh, buy local campaign has been very successful so I would like to continue that momentum with additional products.<br/><br/>I opened the store three years ago and we have seen a steady growth in sales.  Half of the store is dedicated to healthy food and supplements for people and half is for pets.  This has proven to be a winning combination.  Customers appreciate being able to purchase fresh, local products for themselves and premium food and supplements for their pets at the same location.  Ours is a unique place which has been described by some as a destination store.<br/>","small_business","Business Capital","226xx","VA","21.76","0.0","9/1/1996","1.0","","","7.0","0.0",13861,"50.4","30.0","f","0.0","",1
1,"","n/a","RENT","12000.0","not verified","n","  Borrower added on 06/25/10 > thank you very much i really need this money<br/> Borrower added on 06/25/10 > i do need this money fast please if you can help thank you<br/> Borrower added on 06/25/10 > lenders plase help me out<br/> Borrower added on 06/26/10 > lenders please i really need money<br/> Borrower added on 06/26/10 > lenders please i need the money as soon as posible<br/> Borrower added on 06/26/10 > lenders thank you iam almost there i really need this<br/>","other","personal","891xx","NV","22.2","0.0","11/1/1999","0.0","27.0","","9.0","0.0",5397,"81.0","15.0","f","0.0","",1
0,"IMS Health","1 year","MORTGAGE","100000.0","VERIFIED - income","n","  Borrower added on 07/16/10 > I am looking to consolidate my credit cards into one loan in order to improve overall interest rates and manage monthly payments. Any support from lending club members is greatly appreciated. Thank you!<br/> Borrower added on 07/23/10 > Yes I am in this life alone (meaning not married or partner up) and I have beat cancer alone and I will recover from debit alone and with the support of the many investors here. I am determine to bring all of my life back into order and with the support of LendingClub I am well on my way. I appreciate everyone's contributions. You all have no idea what an awesome gift you bring to someone who is working to make life better. Having gotten, faught and won a scary cancer battle I can attest to living today for today AND being grateful for the many unknown gifts I recieve daily. Again, thank you for your support. I am forever grateful. - Jamie<br/> Borrower added on 07/23/10 > I just saw these other little questions. <br/><br/>How do I plan to use the funds? I have credit cards and medical bills that I need to consolidate into one loan and somewhat lower interest rate in order to comfortably be able to pay and meet every loans expectations. I want to honor the debit AND to pay it off as quickly as possible. I have had folks tell me to not pay the hospital and for me frankly that is not honorable or morally right. So I am looking for solutions to pay comfortably and to pay fully.<br/><br/>What makes me a good borrower? I am dedicated to honesty and doing the right thing. I do not ever give up no matter the challenges I face. I will succeed. I will continue to live and I will be healthly both physically and with my resources.<br/><br/>My monthly budget? I have about 5 credit cards and two bank loans and one large loan to the hospital. I have the obvious mortgage, auto loan and insurance, household mthly (electric, gas, water, etc). I make a good income and would simply like to be less strapped at the end of paying all my bills and feel like its ok to go to a movie every so often AND get popcorn. Main goal is to consolidate and lower interest rates. Willing to be loans in full just would like to lower the overall interest rates.<br/><br/>How stable is my job? Totally. I am very well respected in my profession and in my company. They saught me out after hearing about my cancer and have supported me as if I were family thorughout the entire process. My previous job I was at for 18+ years and there to held a high position. That job was extremely stressful in location as well as duties since I worked a contract for the Department of Defense in Homeland Security. So I needed to make healthier choices and IMS heard I was looking and picked me up right away. I feel I will be at IMS forever, no doubt, well ok, until I retire. I plan on living a long life.<br/>","debt_consolidation","Jamie CC Loan","800xx","CO","15.98","2.0","10/1/1987","5.0","7.0","","15.0","0.0",9247,"58.2","44.0","f","0.0","",1
0,"Loomis Sayles & Co.","4 years","RENT","53000.0","not verified","n","","credit_card","CC Refi","021xx","MA","5.57","0.0","9/1/2001","0.0","28.0","","8.0","0.0",3356,"12.3","16.0","f","0.0","",1
0,"ibew local union #3","10+ years","MORTGAGE","74000.0","VERIFIED - income","n","","debt_consolidation","personnal loan","106xx","NY","8.69","0.0","7/1/1989","0.0","","","7.0","0.0",17858,"61.2","32.0","f","0.0","",1
0,"Thomas Barry & Associates","9 years","MORTGAGE","80000.0","VERIFIED - income","n","","home_improvement","Home Improvement Loan","152xx","PA","9.24","0.0","1/1/1995","0.0","","","20.0","0.0",8637,"10.2","50.0","f","0.0","",1
0,"Office Depot","5 years","OWN","51750.0","not verified","n"," 557820 added on 10/16/09 > Secondary income of $1000 per month.","major_purchase","A-tier credit. Vacation loan","334xx","FL","24.7","0.0","12/1/2000","1.0","","","9.0","0.0",9200,"26.8","16.0","f","0.0","",1
0,"aNb Media","3 years","RENT","48000.0","not verified","n","  Borrower added on 06/06/11 > I will be using this loan to pay off my high-interest credit card. After checking my Lending Club rate, I contacted the credit card company in an attempt to lower my rate with them, but their new rate offer was still a much higher percentage than the percentage I was offered at Lending Club.<br/><br/>I've never missed a payment, never been late on a payment, and up until a few months ago when I moved, had never carried a credit-card balance. Unfortunately, the high cost of moving has caused me to carry a balance.<br/><br/>I currently budget $500/month geared towards paying off my credit card, and will still have this money budgeted to paying off my Lending Club loan.<br/><br/>I've been working with the same company for almost 3 years, and will be for the foreseeable future.<br/>","credit_card","Credit-card ","100xx","NY","4.78","0.0","9/1/2004","0.0","","","4.0","0.0",5821,"23.9","5.0","f","0.0","",1
0,"Lawrence Township Public Schools","3 years","MORTGAGE","60000.0","VERIFIED - income source","n","","home_improvement","Home Improvement Loan","189xx","PA","9.4","0.0","8/1/2000","0.0","","","6.0","0.0",10785,"73.4","7.0","f","0.0","",1
0,"SDG and E","3 years","RENT","81004.0","VERIFIED - income source","n","","other","Debt Consolidation","920xx","CA","9.14","0.0","1/1/1990","0.0","32.0","","6.0","0.0",0,"0.0","41.0","f","0.0","",1
0,"Stanley Black & Decker","5 years","MORTGAGE","76000.0","VERIFIED - income","n","","debt_consolidation","Wells","331xx","FL","14.29","0.0","8/1/1990","1.0","43.0","","11.0","0.0",7108,"25.9","23.0","f","0.0","",1
0,"Simply Fish, Inc","4 years","MORTGAGE","30000.0","not verified","n","Hello to all,  I purchased a house earlier this year and would like to make a few changes and improvements.  I'd rather not go to a bank for the money as I believe in P2P lending.  I have a Prosper account with and active debt consolidation loan that is over half paid off.  I also lend a small amount, but that system has gone into a Quiet Period just as I had hoped to take out this loan.  The good and the bad is that It's caused me to look a alternatives and here I am.  This loan has two purposes, but the primary function will be home improvement. I just purchased a house and I would like to make a few improvements. I really don‰Ûªt want to deal with a bank for this money and having invested a few hundred dollars into Prosper, this is the place and you are the people that I would like to have benefit.  My secondary purpose for this loan is to pay off a balance owed to a dentist.  Loan Detail: Home Improvement: $6,000 Dentist: $1,500  Total $6,500  I am currently paying $240-$300 a month to the dentist. Re-directing those payments alone should cover the payments on this loan. I would think the payment will end up well under $300  Thank you again for your interest!","home_improvement","Purchased a house at looking to improve","970xx","OR","17.72","1.0","8/1/1991","1.0","15.0","","7.0","0.0",6349,"44.7","23.0","f","0.0","",1
0,"Samuel French Bookshops Inc","3 years","RENT","20400.0","not verified","n","  Borrower added on 11/10/10 > Looking for a loan to consolidate credit/legal debt.<br/>","debt_consolidation","Legal","914xx","CA","23.29","0.0","6/1/2000","0.0","28.0","","4.0","0.0",4310,"93.7","15.0","f","0.0","",1
0,"Prism Microsystems, Inc.","1 year","RENT","55000.0","not verified","n","I will use the money to pay off an unsecured loan from Bank of America with a very high interest rate.  I have never made a late payment and I take pride in that.","credit_card","Refinance BoA Rate","216xx","MD","12.09","0.0","2/1/2003","2.0","","","17.0","0.0",20854,"49.3","27.0","f","0.0","",1
0,"Sage Insurance Services, Inc","3 years","MORTGAGE","100000.0","VERIFIED - income","n","","debt_consolidation","Debt Consolidation Loan","890xx","NV","14.12","0.0","3/1/1998","0.0","","","8.0","0.0",5615,"27.8","20.0","f","0.0","",1
0,"Lockheed Martin Corp.","< 1 year","RENT","42000.0","not verified","n","I am looking to purchase a used Diesel car to replace my high mileage low MPG vehicle for making onsite visits for contracted computer work.  I will be paid mileage for visiting the remote sites and so will have a consistent source of income to pay the loan above and beyond my normal salary.","car","Private Seller Auto Loan.","705xx","LA","6.57","0.0","11/1/1996","0.0","","","6.0","0.0",2521,"22.1","16.0","f","0.0","",1
